run_id,checkpoint_id,capability,distribution,core,reconstructed,reconstructed_fields,baseline_source_path,accounting_source_path
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000000,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000025,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000025,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000025,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000049,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000049,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000049,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000099,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000099,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000099,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000198,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000198,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000198,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000209,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000209,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13,update-00000209,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2_lora_dseed13/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000000,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000000,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000000,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000026,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000026,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000026,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000050,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000050,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000050,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000100,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000100,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000100,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000199,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000199,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000199,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000210,code,training_probe:MBPP:d5f45bdd0f442e0e,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000210,math,training_probe:MATH-500:c76472bee07727fe,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1,update-00000210,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,false,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_450_p2v2rep_lora_dseed11_seed1/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000000,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000000,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000000,qa,2wiki_new:bbd036c56ac37bd3,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed41-a37d4fd0468bba8f/update-00000000.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000000,qa,musique:0c676ed3b3c2a52d,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed41-a37d4fd0468bba8f/update-00000000.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000000,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000000,qa,triviaqa:25268a1f786058ff,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed41-a37d4fd0468bba8f/update-00000000.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000019,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000019,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000019,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000037,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000037,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000037,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000073,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000073,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000073,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000142,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000142,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000142,qa,2wiki_new:bbd036c56ac37bd3,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed41-a37d4fd0468bba8f/update-00000142.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000142,qa,musique:0c676ed3b3c2a52d,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed41-a37d4fd0468bba8f/update-00000142.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000142,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41,update-00000142,qa,triviaqa:25268a1f786058ff,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed41-a37d4fd0468bba8f/update-00000142.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed41/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000000,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000000,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000000,qa,2wiki_new:bbd036c56ac37bd3,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed42-ccf3ff421860dcb2/update-00000000.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000000,qa,musique:0c676ed3b3c2a52d,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed42-ccf3ff421860dcb2/update-00000000.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000000,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000000,qa,triviaqa:25268a1f786058ff,true,true,D_U_pool;D_U_seen,results/v99-scope/gpt-5.6-luna_full_594_matrix2_lora_dseed42-ccf3ff421860dcb2/update-00000000.json#/update_0,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000018,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000018,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000018,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000036,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000036,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000036,qa,training_probe:2WikiMultihopQA:35e3fde33c8b6e91,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000072,code,training_probe:MBPP:d5f45bdd0f442e0e,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42,update-00000072,math,training_probe:MATH-500:c76472bee07727fe,true,true,D_U_pool;D_U_seen,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/trajectory/update-00000000/eval.json,results/v12-distill/gemma3-1b/gpt-5.6-luna_full_594_matrix2_lora_dseed42/train_log.json
