file,source,stored_bytes,original_bytes,original_sha256,published_sha256,anonymized
data_mirror/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b4.json.sha256,results/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b4.json.sha256,65,65,053aecc5cba1aca85c1c2db1910e20fc3288ef9815616cfe087008fc3186b7b1,053aecc5cba1aca85c1c2db1910e20fc3288ef9815616cfe087008fc3186b7b1,False
data_mirror/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b6.json,results/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b6.json,479,479,9419d498610b7e5b57ad9d11dacd527f1778aebfaed345002196bfcec3a2be8b,9419d498610b7e5b57ad9d11dacd527f1778aebfaed345002196bfcec3a2be8b,False
data_mirror/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b6.json.sha256,results/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b6.json.sha256,65,65,924c33d1834f984ca8717c9b11a0deba5f7c1cb96a5c5cf1516a2ad741b9de28,924c33d1834f984ca8717c9b11a0deba5f7c1cb96a5c5cf1516a2ad741b9de28,False
data_mirror/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b8.json,results/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b8.json,479,479,7d6547ebfe734ae08e382b100392c10af07a19263298949e104a4c5194c6c698,7d6547ebfe734ae08e382b100392c10af07a19263298949e104a4c5194c6c698,False
data_mirror/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b8.json.sha256,results/s3-selection-validation/measurements/pythia-1.4b--step120000/quant__channel_b8.json.sha256,65,65,b18cf530505de0a1b8a50bba8fee433e930b6558946ba9848fa9312a49b1e1a9,b18cf530505de0a1b8a50bba8fee433e930b6558946ba9848fa9312a49b1e1a9,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/dense__source.json,results/s3-selection-validation/measurements/pythia-410m--step120000/dense__source.json,475,475,207d4c1a51209bd27b002ee8f1d1d5c33c31b88249db9570c5f6643cc1752c49,207d4c1a51209bd27b002ee8f1d1d5c33c31b88249db9570c5f6643cc1752c49,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/dense__source.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/dense__source.json.sha256,65,65,00c669d25d57010e5ee6ad6fba2524002a6f2436695b93b0c742b26f9e5ea325,00c669d25d57010e5ee6ad6fba2524002a6f2436695b93b0c742b26f9e5ea325,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.6.json,results/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.6.json,473,473,1c23ddb2ab5f04af980d34c662d3219e8216f7601bf18540810a336a6b38a9a1,1c23ddb2ab5f04af980d34c662d3219e8216f7601bf18540810a336a6b38a9a1,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.6.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.6.json.sha256,65,65,59ce3b9e2d2a8a20ab660ced33527aa60b2b7f8ea51fb5c1bec02b9d7eaa325f,59ce3b9e2d2a8a20ab660ced33527aa60b2b7f8ea51fb5c1bec02b9d7eaa325f,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.7.json,results/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.7.json,474,474,19ace0daa15837cdf6dda6201bc943186a662aa8d30741cde990594eb9429898,19ace0daa15837cdf6dda6201bc943186a662aa8d30741cde990594eb9429898,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.7.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.7.json.sha256,65,65,46bc0f51c48f629ff759276406e64eb5ad7571fe86fffe1711806d02e101fd6d,46bc0f51c48f629ff759276406e64eb5ad7571fe86fffe1711806d02e101fd6d,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.8.json,results/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.8.json,474,474,e0ede7c51775bfe1fb14b2cff6b06ee20a60c0f2d4d239e296d06cc7a156febf,e0ede7c51775bfe1fb14b2cff6b06ee20a60c0f2d4d239e296d06cc7a156febf,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.8.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.8.json.sha256,65,65,a3ccb118f3dc18293897af155170fffef20c9ad2f9bc1674ee16e53824d28163,a3ccb118f3dc18293897af155170fffef20c9ad2f9bc1674ee16e53824d28163,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.9.json,results/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.9.json,474,474,7e9ea84fb201787c64be790aa8aeaac585c1de97afd46422d0a6166d205029f5,7e9ea84fb201787c64be790aa8aeaac585c1de97afd46422d0a6166d205029f5,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.9.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/prune__d0.9.json.sha256,65,65,865e7e8697018d38c6274229f460b193a40d8850504ff0e3036a52a9a9b52e48,865e7e8697018d38c6274229f460b193a40d8850504ff0e3036a52a9a9b52e48,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__b3_g32.json,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__b3_g32.json,475,475,bd3b9c24880b38dfdff9b181f65ca475a8e97305809f197079335a337451ab86,bd3b9c24880b38dfdff9b181f65ca475a8e97305809f197079335a337451ab86,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__b3_g32.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__b3_g32.json.sha256,65,65,af918f77485a3aadf7e492d0e10cb861e735bf0a9addf5566abfd9046622d404,af918f77485a3aadf7e492d0e10cb861e735bf0a9addf5566abfd9046622d404,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__b4_g128.json,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__b4_g128.json,476,476,2264f01e6ac1ff1f4195d899d3d5750863ba6bda9e6b9381c757139203eb95c0,2264f01e6ac1ff1f4195d899d3d5750863ba6bda9e6b9381c757139203eb95c0,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__b4_g128.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__b4_g128.json.sha256,65,65,5de95c7d06210eaa564c32433cab9225a31d0d1c33ceac36d2e394e3ee86a09c,5de95c7d06210eaa564c32433cab9225a31d0d1c33ceac36d2e394e3ee86a09c,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__b4_g32.json,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__b4_g32.json,476,476,130bd5299f5d2b0dead60754f231efb9cec0c81bfffe13d6352c2779f3c610cd,130bd5299f5d2b0dead60754f231efb9cec0c81bfffe13d6352c2779f3c610cd,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__b4_g32.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__b4_g32.json.sha256,65,65,1de15d1d247a9c35baec13ec326fca015f15cfb07c60ea149ed111bee1324fee,1de15d1d247a9c35baec13ec326fca015f15cfb07c60ea149ed111bee1324fee,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b4.json,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b4.json,479,479,d7b304c12e87733f6fa6bb63ff6e7334c6a6f9d182acb93c3fa28c79663bea84,d7b304c12e87733f6fa6bb63ff6e7334c6a6f9d182acb93c3fa28c79663bea84,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b4.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b4.json.sha256,65,65,a08f9ec9ba9c263e010240a77360a00a90810b37de0ff79247758b7b5e94aca7,a08f9ec9ba9c263e010240a77360a00a90810b37de0ff79247758b7b5e94aca7,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b6.json,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b6.json,481,481,23e67375dae0f6c38becd6780d5bf383a7654fd1624eaa389df4f1cc6ed7f665,23e67375dae0f6c38becd6780d5bf383a7654fd1624eaa389df4f1cc6ed7f665,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b6.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b6.json.sha256,65,65,c2a976b74feaff04b2ec17eb3b7ab255528a10305629f712b418188c44fcffaf,c2a976b74feaff04b2ec17eb3b7ab255528a10305629f712b418188c44fcffaf,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b8.json,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b8.json,480,480,160e34fd8b639fa75c342eac52f2d85fc41a0fe10602682cbc4609d312fa44f1,160e34fd8b639fa75c342eac52f2d85fc41a0fe10602682cbc4609d312fa44f1,False
data_mirror/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b8.json.sha256,results/s3-selection-validation/measurements/pythia-410m--step120000/quant__channel_b8.json.sha256,65,65,60aa732fcbe751e58906c9b7c1747aa5b6a08457a2c3431b89838c3a126ce35d,60aa732fcbe751e58906c9b7c1747aa5b6a08457a2c3431b89838c3a126ce35d,False
data_mirror/s3-selection-validation/plan.json,results/s3-selection-validation/plan.json,333005,333005,181d92f3320df078845f7151894146ea9c1859e0b77379ced8bb5d4798ae7c7c,181d92f3320df078845f7151894146ea9c1859e0b77379ced8bb5d4798ae7c7c,False
data_mirror/s3-selection-validation/plan.json.sha256,results/s3-selection-validation/plan.json.sha256,65,65,a0fc02f70df18b9c4cf0699b37e1ae2ca770aa308377795c6416b4b5b07d9cb0,a0fc02f70df18b9c4cf0699b37e1ae2ca770aa308377795c6416b4b5b07d9cb0,False
data_mirror/s3-selection-validation/plan_v2.json,results/s3-selection-validation/plan_v2.json,905229,905197,302efd715f307d6127e1025796f8a15419820790534c5a3df44b28af7d2139d9,83e9d0879757ddc7aa72b3cbec0d991f8e61ddb06a09c903e7901410ddc94a51,True
data_mirror/s3-selection-validation/plan_v2.json.sha256,results/s3-selection-validation/plan_v2.json.sha256,65,65,17fe9b32a51656e94eb8192259dd60c48f5edaebdd97ebd50dea55a146fe6062,17fe9b32a51656e94eb8192259dd60c48f5edaebdd97ebd50dea55a146fe6062,False
data_mirror/s3-selection-validation/plan_v2.registered.json,results/s3-selection-validation/plan_v2.registered.json,251810,251810,804fbfb6f795af7fd86ee859a46bf69b82cc5f58c148096557f7382dce794132,804fbfb6f795af7fd86ee859a46bf69b82cc5f58c148096557f7382dce794132,False
data_mirror/s3-selection-validation/plan_v2.registered.json.sha256,results/s3-selection-validation/plan_v2.registered.json.sha256,65,65,0f07dee827fc334849755ed6b4b79b7b1890bb41d91301739452360bf4bd10f5,0f07dee827fc334849755ed6b4b79b7b1890bb41d91301739452360bf4bd10f5,False
data_mirror/s3-selection-validation/prereg.md,results/s3-selection-validation/prereg.md,7558,7558,a7c765bc5b3a2f147477c1b269be40b8d319d276d50c8d78cced956a483abdae,a7c765bc5b3a2f147477c1b269be40b8d319d276d50c8d78cced956a483abdae,False
data_mirror/s3-selection-validation/prereg_amendment_1.md,results/s3-selection-validation/prereg_amendment_1.md,12757,12757,c60e1312746317d73f83a7498d537a67cd7765ec7f68910ff0983a33eec67ecf,c60e1312746317d73f83a7498d537a67cd7765ec7f68910ff0983a33eec67ecf,False
data_mirror/s3-selection-validation/score_v2.json,results/s3-selection-validation/score_v2.json,231396,231396,11fe915389a8e2d26067ef048860531e583c68fc6cdcd420cc71b97425feb810,11fe915389a8e2d26067ef048860531e583c68fc6cdcd420cc71b97425feb810,False
data_mirror/s3-selection-validation/students/gemma3-1b/measurement.json,results/s3-selection-validation/students/gemma3-1b/measurement.json,948,948,b352afd9f73ff47ddf21719ba9581a9f675ff15b5dd3428baf6d50c542aac8e3,b352afd9f73ff47ddf21719ba9581a9f675ff15b5dd3428baf6d50c542aac8e3,False
data_mirror/s3-selection-validation/students/gemma3-1b/measurement.json.sha256,results/s3-selection-validation/students/gemma3-1b/measurement.json.sha256,65,65,2e87454ef4c862238eee5c42812faf06e926d1ed95c00f8506587dc0f7fd1446,2e87454ef4c862238eee5c42812faf06e926d1ed95c00f8506587dc0f7fd1446,False
data_mirror/s3-selection-validation/students/gemma3-1b/v12/google--gemma-3-270m--9b0cfec892e2bc2afd938c98eabe4e4a7b1e0ca1/gpt-5.6-luna_full_600_s3-gemma3-1b_lora/eval.json,results/s3-selection-validation/students/gemma3-1b/v12/google--gemma-3-270m--9b0cfec892e2bc2afd938c98eabe4e4a7b1e0ca1/gpt-5.6-luna_full_600_s3-gemma3-1b_lora/eval.json,10967,10967,dc3d5c686301cbf0876d47a4eb24efcc582189a811325d03f8828fb849b0082f,dc3d5c686301cbf0876d47a4eb24efcc582189a811325d03f8828fb849b0082f,False
data_mirror/s3-selection-validation/students/gemma3-1b/v12/google--gemma-3-270m--9b0cfec892e2bc2afd938c98eabe4e4a7b1e0ca1/gpt-5.6-luna_full_600_s3-gemma3-1b_lora/train_log.json,results/s3-selection-validation/students/gemma3-1b/v12/google--gemma-3-270m--9b0cfec892e2bc2afd938c98eabe4e4a7b1e0ca1/gpt-5.6-luna_full_600_s3-gemma3-1b_lora/train_log.json,112565,112565,c16ede67c832058e9912dba00cff7a3a8b1d7bf59406ff7413f12c724e3acb8a,c16ede67c832058e9912dba00cff7a3a8b1d7bf59406ff7413f12c724e3acb8a,False
data_mirror/s3-selection-validation/students/gemma3-4b/measurement.json,results/s3-selection-validation/students/gemma3-4b/measurement.json,949,949,40a3fcd40e26451bf29b5e1ca297e8a6f4fc3ce0254e40ef22923c3d266b80b4,40a3fcd40e26451bf29b5e1ca297e8a6f4fc3ce0254e40ef22923c3d266b80b4,False
data_mirror/s3-selection-validation/students/gemma3-4b/measurement.json.sha256,results/s3-selection-validation/students/gemma3-4b/measurement.json.sha256,65,65,2dfd4332360deb43307e903b4f1632838646d2e1021d4d5c6a10174062139d79,2dfd4332360deb43307e903b4f1632838646d2e1021d4d5c6a10174062139d79,False
data_mirror/s3-selection-validation/students/gemma3-4b/v12/google--gemma-3-1b-pt--fcf18a2a879aab110ca39f8bffbccd5d49d8eb29/gpt-5.6-luna_full_600_s3-gemma3-4b_lora/eval.json,results/s3-selection-validation/students/gemma3-4b/v12/google--gemma-3-1b-pt--fcf18a2a879aab110ca39f8bffbccd5d49d8eb29/gpt-5.6-luna_full_600_s3-gemma3-4b_lora/eval.json,14190,14190,b10d773893728c761bf5ac0d15c2dad8585ae20882865a624514871776db49f8,b10d773893728c761bf5ac0d15c2dad8585ae20882865a624514871776db49f8,False
data_mirror/s3-selection-validation/students/gemma3-4b/v12/google--gemma-3-1b-pt--fcf18a2a879aab110ca39f8bffbccd5d49d8eb29/gpt-5.6-luna_full_600_s3-gemma3-4b_lora/train_log.json,results/s3-selection-validation/students/gemma3-4b/v12/google--gemma-3-1b-pt--fcf18a2a879aab110ca39f8bffbccd5d49d8eb29/gpt-5.6-luna_full_600_s3-gemma3-4b_lora/train_log.json,115795,115795,8322bb179d954653596312ef1eb6087189ee1093c0dd4eec114b94f388072b4c,8322bb179d954653596312ef1eb6087189ee1093c0dd4eec114b94f388072b4c,False
data_mirror/s3-selection-validation/students/pythia-1.4b--step120000/measurement.json,results/s3-selection-validation/students/pythia-1.4b--step120000/measurement.json,964,964,a3e0cb59e36968a89c72a4f58c51fc603227dd5a48183069fb1d99968623eca5,a3e0cb59e36968a89c72a4f58c51fc603227dd5a48183069fb1d99968623eca5,False
data_mirror/s3-selection-validation/students/pythia-1.4b--step120000/measurement.json.sha256,results/s3-selection-validation/students/pythia-1.4b--step120000/measurement.json.sha256,65,65,5847b9627d02d35e8ab5090f119ffb2abc0c878a904f222d2a60dac408ef74bd,5847b9627d02d35e8ab5090f119ffb2abc0c878a904f222d2a60dac408ef74bd,False
data_mirror/s3-selection-validation/students/pythia-1.4b--step120000/v12/EleutherAI--pythia-410m--step120000/gpt-5.6-luna_full_600_s3-pythia-1.4b--step120000_lora/eval.json,results/s3-selection-validation/students/pythia-1.4b--step120000/v12/EleutherAI--pythia-410m--step120000/gpt-5.6-luna_full_600_s3-pythia-1.4b--step120000_lora/eval.json,9875,9875,164f77a07ef62b0a08cece9b0770c8688a68def95c09aca9a0b5e13bac3d2718,164f77a07ef62b0a08cece9b0770c8688a68def95c09aca9a0b5e13bac3d2718,False
data_mirror/s3-selection-validation/students/pythia-1.4b--step120000/v12/EleutherAI--pythia-410m--step120000/gpt-5.6-luna_full_600_s3-pythia-1.4b--step120000_lora/train_log.json,results/s3-selection-validation/students/pythia-1.4b--step120000/v12/EleutherAI--pythia-410m--step120000/gpt-5.6-luna_full_600_s3-pythia-1.4b--step120000_lora/train_log.json,111404,111404,dc38ee4d25f27e0ae02ead923295f605e0d36a475556105ca81e977357e96bb5,dc38ee4d25f27e0ae02ead923295f605e0d36a475556105ca81e977357e96bb5,False
data_mirror/s3-selection-validation/students/pythia-410m--step120000/measurement.json,results/s3-selection-validation/students/pythia-410m--step120000/measurement.json,962,962,a62c838266c60f9d934317f0311b96268ec58fb4e16553506d12e836e2a55a27,a62c838266c60f9d934317f0311b96268ec58fb4e16553506d12e836e2a55a27,False
data_mirror/s3-selection-validation/students/pythia-410m--step120000/measurement.json.sha256,results/s3-selection-validation/students/pythia-410m--step120000/measurement.json.sha256,65,65,a23036c1fee5e63a55de97edf51b97c9e50f2f4c594083022df4cda6e668a642,a23036c1fee5e63a55de97edf51b97c9e50f2f4c594083022df4cda6e668a642,False
data_mirror/s3-selection-validation/students/pythia-410m--step120000/v12/EleutherAI--pythia-160m--step120000/gpt-5.6-luna_full_600_s3-pythia-410m--step120000_lora/eval.json,results/s3-selection-validation/students/pythia-410m--step120000/v12/EleutherAI--pythia-160m--step120000/gpt-5.6-luna_full_600_s3-pythia-410m--step120000_lora/eval.json,6777,6777,4a2a602add75439c1d15dce3062066043a8296752ed9cd265b42d95942a897f1,4a2a602add75439c1d15dce3062066043a8296752ed9cd265b42d95942a897f1,False
data_mirror/s3-selection-validation/students/pythia-410m--step120000/v12/EleutherAI--pythia-160m--step120000/gpt-5.6-luna_full_600_s3-pythia-410m--step120000_lora/train_log.json,results/s3-selection-validation/students/pythia-410m--step120000/v12/EleutherAI--pythia-160m--step120000/gpt-5.6-luna_full_600_s3-pythia-410m--step120000_lora/train_log.json,108292,108292,29c3b9d7a1d0eed6f84de7f491fb86f0edfa96d3bffd22654527527b3f00488e,29c3b9d7a1d0eed6f84de7f491fb86f0edfa96d3bffd22654527527b3f00488e,False
data_mirror/s3-selection-validation/validation_v2.json,results/s3-selection-validation/validation_v2.json,1708,1708,8ece34b48396bf8a903142b1a45a7dfa65a53e9cebd135b2d0118480d084d315,8ece34b48396bf8a903142b1a45a7dfa65a53e9cebd135b2d0118480d084d315,False
